,dept,dist,station,value,date
297390,Revenue,Salem,Attur,52.2,16-08-2011
297404,Revenue,Salem,Valappady,38,16-08-2011
297424,Revenue,Salem,Mettur,28.4,16-08-2011
297460,Revenue,Salem,Yercaud,20.2,16-08-2011
297507,Revenue,Salem,Omalur,8.6,16-08-2011
297517,Revenue,Salem,Salem,7.6,16-08-2011
297525,Revenue,Salem,Edapadi,6.2,16-08-2011
297570,Revenue,Salem,Thammampatti,2.4,16-08-2011
297661,Revenue,Salem,sankaridurg,10.2,17-08-2011
297675,Revenue,Salem,Attur,8.6,17-08-2011
297689,Revenue,Salem,Yercaud,6,17-08-2011
297698,Revenue,Salem,Mettur,4.2,17-08-2011
297716,Revenue,Salem,Omalur,2.6,17-08-2011
297735,Revenue,Salem,Salem,0.7,17-08-2011
297749,Revenue,Salem,Attur,107.2,18-08-2011
297760,Revenue,Salem,sankaridurg,80.3,18-08-2011
297763,Revenue,Salem,Valappady,80,18-08-2011
297774,Revenue,Salem,Mettur,67.2,18-08-2011
297791,Revenue,Salem,Yercaud,57.6,18-08-2011
297799,Revenue,Salem,Edapadi,52.8,18-08-2011
297813,Revenue,Salem,Omalur,49.2,18-08-2011
297825,Revenue,Salem,Thammampatti,42.2,18-08-2011
297828,Revenue,Salem,Salem,40.4,18-08-2011
298061,Revenue,Salem,Yercaud,19.2,19-08-2011
298070,Revenue,Salem,Mettur,9.8,19-08-2011
298094,Revenue,Salem,Salem,0.4,19-08-2011
298147,Revenue,Salem,Edapadi,43,21-08-2011
298149,Revenue,Salem,Omalur,34,21-08-2011
298151,Revenue,Salem,Salem,27,21-08-2011
298152,Revenue,Salem,Mettur,25.2,21-08-2011
298162,Revenue,Salem,Yercaud,18,21-08-2011
298166,Revenue,Salem,Valappady,16,21-08-2011
298179,Revenue,Salem,Attur,10.4,21-08-2011
298201,Revenue,Salem,sankaridurg,5,21-08-2011
298210,Revenue,Salem,Thammampatti,3.4,21-08-2011
298323,Revenue,Salem,Yercaud,4.6,23-08-2011
298382,Revenue,Salem,Yercaud,26.4,24-08-2011
298437,Revenue,Salem,Valappady,7,24-08-2011
298476,Revenue,Salem,Thammampatti,2.8,24-08-2011
298498,Revenue,Salem,Salem,1,24-08-2011
298555,Revenue,Salem,Edapadi,13,25-08-2011
298581,Revenue,Salem,sankaridurg,7.1,25-08-2011
298591,Revenue,Salem,Valappady,6,25-08-2011
298615,Revenue,Salem,Salem,2.5,25-08-2011
298617,Revenue,Salem,Thammampatti,2.2,25-08-2011
298629,Revenue,Salem,Attur,1.4,25-08-2011
298680,Revenue,Salem,Yercaud,24.8,26-08-2011
298807,Revenue,Salem,Attur,3.6,26-08-2011
298891,Revenue,Salem,Yercaud,11.2,27-08-2011
298915,Revenue,Salem,Mettur,4.2,27-08-2011
298917,Revenue,Salem,sankaridurg,4,27-08-2011
298921,Revenue,Salem,Salem,3.8,27-08-2011
298926,Revenue,Salem,Thammampatti,3.2,27-08-2011
298932,Revenue,Salem,Attur,1.4,27-08-2011
298958,Revenue,Salem,Valappady,8,28-08-2011
298970,Revenue,Salem,Salem,1.4,28-08-2011
298971,Revenue,Salem,Omalur,1.4,28-08-2011
298974,Revenue,Salem,Yercaud,1,28-08-2011
299099,Revenue,Salem,Salem,3,31-08-2011
299105,Revenue,Salem,Yercaud,2,31-08-2011
299185,Revenue,Salem,Edapadi,5,01-09-2011
299211,Revenue,Salem,Yercaud,1.6,01-09-2011
299218,Revenue,Salem,Salem,0.8,01-09-2011
299263,Revenue,Salem,Edapadi,5.4,02-09-2011
299277,Revenue,Salem,Salem,1.6,02-09-2011
299290,Revenue,Salem,Omalur,66.2,03-09-2011
299291,Revenue,Salem,Edapadi,48,03-09-2011
299296,Revenue,Salem,Yercaud,28.8,03-09-2011
299302,Revenue,Salem,Mettur,21.2,03-09-2011
299376,Revenue,Salem,Salem,5.2,03-09-2011
299389,Revenue,Salem,Valappady,3,03-09-2011
299412,Revenue,Salem,Thammampatti,1.4,03-09-2011
299462,Revenue,Salem,Valappady,32,05-09-2011
299470,Revenue,Salem,Omalur,15,05-09-2011
299472,Revenue,Salem,Yercaud,13.6,05-09-2011
299478,Revenue,Salem,Thammampatti,8.6,05-09-2011
299490,Revenue,Salem,Salem,6.7,05-09-2011
299493,Revenue,Salem,Edapadi,5,05-09-2011
299508,Revenue,Salem,Attur,2,05-09-2011
299526,Revenue,Salem,Yercaud,37.6,06-09-2011
299529,Revenue,Salem,Omalur,34.2,06-09-2011
299540,Revenue,Salem,sankaridurg,26,06-09-2011
299546,Revenue,Salem,Salem,19.6,06-09-2011
299553,Revenue,Salem,Attur,11.4,06-09-2011
299555,Revenue,Salem,Valappady,11,06-09-2011
299575,Revenue,Salem,Thammampatti,4.4,06-09-2011
299588,Revenue,Salem,Edapadi,3,06-09-2011
299631,Revenue,Salem,Mettur,0.4,06-09-2011
299654,Revenue,Salem,Salem,24.3,07-09-2011
299658,Revenue,Salem,Mettur,21.2,07-09-2011
299671,Revenue,Salem,Attur,14.6,07-09-2011
299696,Revenue,Salem,Thammampatti,6.2,07-09-2011
299704,Revenue,Salem,Valappady,3,07-09-2011
299708,Revenue,Salem,Yercaud,2.4,07-09-2011
299729,Revenue,Salem,Yercaud,38,08-09-2011
299730,Revenue,Salem,Omalur,12.4,08-09-2011
299732,Revenue,Salem,Valappady,8,08-09-2011
299742,Revenue,Salem,Attur,1.4,08-09-2011
299752,Revenue,Salem,Salem,33.2,09-09-2011
299800,Revenue,Salem,Omalur,5,09-09-2011
299832,Revenue,Salem,Yercaud,1,09-09-2011
299847,Revenue,Salem,Mettur,0.2,09-09-2011
299848,Revenue,Salem,sankaridurg,0.2,09-09-2011
299855,Revenue,Salem,Mettur,41.8,10-09-2011
300006,Revenue,Salem,sankaridurg,24,11-09-2011
300014,Revenue,Salem,Mettur,20.2,11-09-2011
300025,Revenue,Salem,Edapadi,17,11-09-2011
300049,Revenue,Salem,Yercaud,11.8,11-09-2011
300051,Revenue,Salem,Salem,11.6,11-09-2011
300060,Revenue,Salem,Valappady,9,11-09-2011
300104,Revenue,Salem,Thammampatti,3.8,11-09-2011
300107,Revenue,Salem,Omalur,3,11-09-2011
300129,Revenue,Salem,Attur,1,11-09-2011
300205,Revenue,Salem,Yercaud,3.8,12-09-2011
300317,Revenue,Salem,Omalur,14.2,13-09-2011
300404,Revenue,Salem,Yercaud,3.4,13-09-2011
300414,Revenue,Salem,Attur,2.8,13-09-2011
300442,Revenue,Salem,Salem,0.7,13-09-2011
300452,Revenue,Salem,Attur,36.4,14-09-2011
300466,Revenue,Salem,sankaridurg,20.2,14-09-2011
300470,Revenue,Salem,Edapadi,18,14-09-2011
300481,Revenue,Salem,Valappady,12,14-09-2011
300537,Revenue,Salem,Omalur,2,14-09-2011
300558,Revenue,Salem,Salem,0.2,14-09-2011
300567,Revenue,Salem,Yercaud,31.4,15-09-2011
300584,Revenue,Salem,Edapadi,8,15-09-2011
300586,Revenue,Salem,Valappady,7,15-09-2011
300603,Revenue,Salem,Thammampatti,3.3,15-09-2011
300618,Revenue,Salem,Salem,1.5,15-09-2011
300619,Revenue,Salem,Attur,1.4,15-09-2011
300707,Revenue,Salem,Yercaud,12.6,16-09-2011
300769,Revenue,Salem,Omalur,2,16-09-2011
300823,Revenue,Salem,Salem,19,17-09-2011
300835,Revenue,Salem,Omalur,10.2,17-09-2011
300856,Revenue,Salem,Valappady,4,17-09-2011
300866,Revenue,Salem,Thammampatti,1.2,17-09-2011
300913,Revenue,Salem,Yercaud,30.8,19-09-2011
300935,Revenue,Salem,Mettur,1.2,19-09-2011
300938,Revenue,Salem,Salem,0.4,19-09-2011
301005,Revenue,Salem,Mettur,10.4,20-09-2011
301036,Revenue,Salem,Edapadi,2.4,20-09-2011
301103,Revenue,Salem,Mettur,2.6,21-09-2011
301130,Revenue,Salem,Salem,0.4,21-09-2011
301252,Revenue,Salem,Mettur,35.2,26-09-2011
301261,Revenue,Salem,Attur,25.6,26-09-2011
301286,Revenue,Salem,Valappady,5,26-09-2011
301310,Revenue,Salem,Thammampatti,40.2,27-09-2011
301316,Revenue,Salem,Attur,36.8,27-09-2011
301352,Revenue,Salem,Valappady,12,27-09-2011
301378,Revenue,Salem,sankaridurg,5,27-09-2011
301395,Revenue,Salem,Attur,40.2,28-09-2011
301424,Revenue,Salem,Valappady,2,28-09-2011
301426,Revenue,Salem,Thammampatti,1.4,28-09-2011
301455,Revenue,Salem,Valappady,6,29-09-2011
301469,Revenue,Salem,Salem,1.6,29-09-2011
301514,Revenue,Salem,Omalur,16.4,30-09-2011
301537,Revenue,Salem,Yercaud,7.6,30-09-2011
301561,Revenue,Salem,Salem,2.3,30-09-2011
301566,Revenue,Salem,Thammampatti,1.4,30-09-2011
301637,Revenue,Salem,Thammampatti,13.6,01-10-2011
301641,Revenue,Salem,Salem,12.2,01-10-2011
301653,Revenue,Salem,Yercaud,8.2,01-10-2011
301656,Revenue,Salem,Mettur,7.6,01-10-2011
301668,Revenue,Salem,Valappady,6,01-10-2011
301687,Revenue,Salem,Omalur,2,01-10-2011
301764,Revenue,Salem,Valappady,7,02-10-2011
301780,Revenue,Salem,Thammampatti,2.8,02-10-2011
301860,Revenue,Salem,Salem,1,03-10-2011
301984,Revenue,Salem,Thammampatti,2.2,04-10-2011
301990,Revenue,Salem,Attur,1.4,04-10-2011
301994,Revenue,Salem,Yercaud,1,04-10-2011
302126,Revenue,Salem,Thammampatti,10.8,07-10-2011
302127,Revenue,Salem,Attur,10.6,07-10-2011
302200,Revenue,Salem,Mettur,2.8,08-10-2011
302205,Revenue,Salem,Thammampatti,1,08-10-2011
302215,Revenue,Salem,Omalur,35,09-10-2011
302229,Revenue,Salem,Yercaud,18,09-10-2011
302248,Revenue,Salem,Thammampatti,9.2,09-10-2011
302256,Revenue,Salem,Salem,6.8,09-10-2011
302297,Revenue,Salem,Salem,41.7,10-10-2011
302302,Revenue,Salem,sankaridurg,36.2,10-10-2011
302328,Revenue,Salem,Yercaud,19.6,10-10-2011
302345,Revenue,Salem,Valappady,14,10-10-2011
302350,Revenue,Salem,Edapadi,13,10-10-2011
302365,Revenue,Salem,Omalur,8.2,10-10-2011
302396,Revenue,Salem,Thammampatti,2.6,10-10-2011
302407,Revenue,Salem,Attur,1.8,10-10-2011
302430,Revenue,Salem,Attur,24.2,11-10-2011
302464,Revenue,Salem,Mettur,8.8,11-10-2011
302522,Revenue,Salem,Attur,48.6,12-10-2011
302525,Revenue,Salem,Valappady,43,12-10-2011
302534,Revenue,Salem,Thammampatti,35.6,12-10-2011
302541,Revenue,Salem,Omalur,29.4,12-10-2011
302576,Revenue,Salem,Salem,11.3,12-10-2011
302581,Revenue,Salem,Mettur,10.4,12-10-2011
302603,Revenue,Salem,Edapadi,7.4,12-10-2011
302608,Revenue,Salem,Yercaud,6.4,12-10-2011
302635,Revenue,Salem,sankaridurg,4,12-10-2011
302703,Revenue,Salem,Attur,75.4,13-10-2011
302717,Revenue,Salem,Salem,54.8,13-10-2011
302725,Revenue,Salem,Omalur,47,13-10-2011
302742,Revenue,Salem,Yercaud,39.4,13-10-2011
302746,Revenue,Salem,Edapadi,36,13-10-2011
302772,Revenue,Salem,Thammampatti,25.2,13-10-2011
302781,Revenue,Salem,sankaridurg,22.2,13-10-2011
302799,Revenue,Salem,Mettur,18.4,13-10-2011
302819,Revenue,Salem,Valappady,14,13-10-2011
303150,Revenue,Salem,Mettur,4.2,15-10-2011
303175,Revenue,Salem,Yercaud,2.2,15-10-2011
303252,Revenue,Salem,Yercaud,21.6,16-10-2011
303319,Revenue,Salem,Attur,4.2,16-10-2011
303339,Revenue,Salem,Edapadi,2,16-10-2011
303415,Revenue,Salem,Salem,15.6,17-10-2011
303494,Revenue,Salem,Omalur,3,17-10-2011
303658,Revenue,Salem,Salem,0.1,18-10-2011
303754,Revenue,Salem,Thammampatti,1.8,19-10-2011
303839,Revenue,Salem,Mettur,2.2,21-10-2011
304015,Revenue,Salem,Edapadi,2.4,23-10-2011
304018,Revenue,Salem,Attur,2.2,23-10-2011
304038,Revenue,Salem,Mettur,1.1,23-10-2011
304134,Revenue,Salem,sankaridurg,20.2,24-10-2011
304157,Revenue,Salem,Attur,16.8,24-10-2011
304201,Revenue,Salem,Valappady,10,24-10-2011
304230,Revenue,Salem,Omalur,8,24-10-2011
304262,Revenue,Salem,Yercaud,5.2,24-10-2011
304297,Revenue,Salem,Thammampatti,3.4,24-10-2011
304322,Revenue,Salem,Edapadi,2,24-10-2011
304333,Revenue,Salem,Salem,1.9,24-10-2011
304344,Revenue,Salem,Mettur,1,24-10-2011
304400,Revenue,Salem,Salem,30.9,25-10-2011
304444,Revenue,Salem,sankaridurg,19.2,25-10-2011
304453,Revenue,Salem,Mettur,18.6,25-10-2011
304474,Revenue,Salem,Valappady,15,25-10-2011
304482,Revenue,Salem,Attur,14.6,25-10-2011
304495,Revenue,Salem,Yercaud,13,25-10-2011
304518,Revenue,Salem,Edapadi,11,25-10-2011
304567,Revenue,Salem,Omalur,8.6,25-10-2011
304779,Revenue,Salem,Yercaud,25.6,26-10-2011
304824,Revenue,Salem,Mettur,15.6,26-10-2011
304951,Revenue,Salem,Edapadi,5,26-10-2011
304981,Revenue,Salem,Omalur,3,26-10-2011
305019,Revenue,Salem,Thammampatti,1.8,26-10-2011
305021,Revenue,Salem,Attur,1.6,26-10-2011
305034,Revenue,Salem,Salem,0.7,26-10-2011
305278,Revenue,Salem,Mettur,6.8,27-10-2011
305281,Revenue,Salem,Thammampatti,6.4,27-10-2011
305354,Revenue,Salem,Yercaud,2,27-10-2011
305364,Revenue,Salem,Salem,0.9,27-10-2011
305431,Revenue,Salem,Yercaud,16.4,28-10-2011
305502,Revenue,Salem,Mettur,8.4,28-10-2011
305565,Revenue,Salem,Thammampatti,4.8,28-10-2011
305635,Revenue,Salem,Salem,0.4,28-10-2011
305679,Revenue,Salem,Edapadi,24,29-10-2011
305705,Revenue,Salem,Omalur,19.4,29-10-2011
305713,Revenue,Salem,Mettur,18.6,29-10-2011
305771,Revenue,Salem,Attur,11.4,29-10-2011
305801,Revenue,Salem,Thammampatti,8.8,29-10-2011
305804,Revenue,Salem,Yercaud,8.6,29-10-2011
305823,Revenue,Salem,Valappady,7,29-10-2011
306141,Revenue,Salem,Thammampatti,24.8,30-10-2011
306215,Revenue,Salem,sankaridurg,16.4,30-10-2011
306217,Revenue,Salem,Omalur,16,30-10-2011
306239,Revenue,Salem,Mettur,13.2,30-10-2011
306240,Revenue,Salem,Yercaud,13.2,30-10-2011
306266,Revenue,Salem,Attur,10.4,30-10-2011
306322,Revenue,Salem,Salem,4.9,30-10-2011
306334,Revenue,Salem,Edapadi,3.4,30-10-2011
306583,Revenue,Salem,Yercaud,10,31-10-2011
306590,Revenue,Salem,Omalur,9.4,31-10-2011
306604,Revenue,Salem,Attur,8.4,31-10-2011
306616,Revenue,Salem,Thammampatti,7.2,31-10-2011
306633,Revenue,Salem,Mettur,5.8,31-10-2011
306634,Revenue,Salem,Salem,5.6,31-10-2011
306678,Revenue,Salem,Edapadi,2,31-10-2011
306713,Revenue,Salem,Valappady,44,01-11-2011
306782,Revenue,Salem,sankaridurg,23,01-11-2011
306790,Revenue,Salem,Edapadi,21,01-11-2011
306871,Revenue,Salem,Yercaud,13,01-11-2011
306898,Revenue,Salem,Attur,11.6,01-11-2011
306909,Revenue,Salem,Salem,10.7,01-11-2011
306919,Revenue,Salem,Omalur,10,01-11-2011
306928,Revenue,Salem,Thammampatti,9.6,01-11-2011
307074,Revenue,Salem,Mettur,70.2,02-11-2011
307076,Revenue,Salem,Yercaud,67,02-11-2011
307080,Revenue,Salem,Thammampatti,58.2,02-11-2011
307098,Revenue,Salem,Omalur,45,02-11-2011
307103,Revenue,Salem,Valappady,43,02-11-2011
307128,Revenue,Salem,Salem,35,02-11-2011
307131,Revenue,Salem,Attur,34.4,02-11-2011
307143,Revenue,Salem,Edapadi,31.2,02-11-2011
307247,Revenue,Salem,sankaridurg,12.2,02-11-2011
307427,Revenue,Salem,sankaridurg,35.3,03-11-2011
307428,Revenue,Salem,Edapadi,35,03-11-2011
307547,Revenue,Salem,Salem,6.4,03-11-2011
307573,Revenue,Salem,Mettur,5.2,03-11-2011
307588,Revenue,Salem,Yercaud,4.6,03-11-2011
307589,Revenue,Salem,Omalur,4.2,03-11-2011
307638,Revenue,Salem,Attur,2.2,03-11-2011
307648,Revenue,Salem,Valappady,2,03-11-2011
307674,Revenue,Salem,Thammampatti,1.2,03-11-2011
307709,Revenue,Salem,Mettur,72.4,04-11-2011
307739,Revenue,Salem,sankaridurg,47.2,04-11-2011
307749,Revenue,Salem,Edapadi,44,04-11-2011
307765,Revenue,Salem,Thammampatti,34.2,04-11-2011
307774,Revenue,Salem,Omalur,30.4,04-11-2011
307790,Revenue,Salem,Salem,25.2,04-11-2011
307839,Revenue,Salem,Yercaud,15,04-11-2011
307892,Revenue,Salem,Attur,8.2,04-11-2011
307944,Revenue,Salem,Valappady,4,04-11-2011
308015,Revenue,Salem,Thammampatti,36.8,05-11-2011
308017,Revenue,Salem,Valappady,35,05-11-2011
308046,Revenue,Salem,Attur,16.6,05-11-2011
308049,Revenue,Salem,Salem,16,05-11-2011
308083,Revenue,Salem,Yercaud,9,05-11-2011
308143,Revenue,Salem,Omalur,2.4,05-11-2011
308210,Revenue,Salem,Salem,32.2,06-11-2011
308273,Revenue,Salem,Yercaud,12.4,06-11-2011
308291,Revenue,Salem,Mettur,10.2,06-11-2011
308303,Revenue,Salem,Omalur,8.6,06-11-2011
308324,Revenue,Salem,Valappady,5,06-11-2011
308373,Revenue,Salem,Thammampatti,1.8,06-11-2011
308379,Revenue,Salem,Edapadi,1,06-11-2011
308460,Revenue,Salem,Valappady,44,07-11-2011
308565,Revenue,Salem,Yercaud,11.6,07-11-2011
308638,Revenue,Salem,Edapadi,2,07-11-2011
308644,Revenue,Salem,Omalur,1.4,07-11-2011
308648,Revenue,Salem,Salem,1,07-11-2011
309005,Revenue,Salem,Thammampatti,9.4,18-11-2011
309095,Revenue,Salem,Yercaud,1,18-11-2011
309158,Revenue,Salem,Yercaud,7,19-11-2011
309236,Revenue,Salem,Salem,1.6,19-11-2011
309707,Revenue,Salem,Attur,26.4,25-11-2011
309739,Revenue,Salem,Thammampatti,19.4,25-11-2011
309746,Revenue,Salem,Valappady,18,25-11-2011
309760,Revenue,Salem,Yercaud,13.2,25-11-2011
309802,Revenue,Salem,sankaridurg,8,25-11-2011
309822,Revenue,Salem,Omalur,6,25-11-2011
309841,Revenue,Salem,Salem,4.5,25-11-2011
309858,Revenue,Salem,Mettur,2.2,25-11-2011
309869,Revenue,Salem,Edapadi,1,25-11-2011
309946,Revenue,Salem,Thammampatti,86.2,26-11-2011
309981,Revenue,Salem,Attur,76.4,26-11-2011
310001,Revenue,Salem,Yercaud,69.2,26-11-2011
310041,Revenue,Salem,Valappady,55,26-11-2011
310106,Revenue,Salem,sankaridurg,39.2,26-11-2011
310110,Revenue,Salem,Mettur,38.4,26-11-2011
310119,Revenue,Salem,Edapadi,37,26-11-2011
310130,Revenue,Salem,Salem,35.8,26-11-2011
310171,Revenue,Salem,Omalur,25.2,26-11-2011
310403,Revenue,Salem,Yercaud,38.2,27-11-2011
310433,Revenue,Salem,Valappady,30,27-11-2011
310449,Revenue,Salem,Attur,27.6,27-11-2011
310481,Revenue,Salem,Thammampatti,22.6,27-11-2011
310592,Revenue,Salem,Salem,9.1,27-11-2011
310597,Revenue,Salem,Mettur,8.8,27-11-2011
310609,Revenue,Salem,Omalur,7.2,27-11-2011
310626,Revenue,Salem,Edapadi,5.7,27-11-2011
310642,Revenue,Salem,sankaridurg,3,27-11-2011
310698,Revenue,Salem,Thammampatti,24.8,28-11-2011
310699,Revenue,Salem,Mettur,24.8,28-11-2011
310707,Revenue,Salem,Attur,21.6,28-11-2011
310765,Revenue,Salem,Valappady,13,28-11-2011
310805,Revenue,Salem,Yercaud,9,28-11-2011
310835,Revenue,Salem,Omalur,7,28-11-2011
310890,Revenue,Salem,Salem,4,28-11-2011
311044,Revenue,Salem,Edapadi,12,29-11-2011
311049,Revenue,Salem,sankaridurg,10.3,29-11-2011
311140,Revenue,Salem,Mettur,2.8,29-11-2011
311146,Revenue,Salem,Attur,2.4,29-11-2011
311160,Revenue,Salem,Valappady,2,29-11-2011
311177,Revenue,Salem,Yercaud,0.8,29-11-2011
311179,Revenue,Salem,Salem,0.4,29-11-2011
311255,Revenue,Salem,Attur,4.4,30-11-2011
311299,Revenue,Salem,Yercaud,2,30-11-2011
311343,Revenue,Salem,Salem,0.1,30-11-2011
311475,Revenue,Salem,Attur,2.8,01-12-2011
311491,Revenue,Salem,Edapadi,2,01-12-2011
311511,Revenue,Salem,Valappady,1,01-12-2011
311518,Revenue,Salem,Salem,0.8,01-12-2011
311886,Revenue,Salem,Salem,0.6,11-12-2011
311888,Revenue,Salem,Yercaud,0.1,11-12-2011
312122,Revenue,Salem,Yercaud,20,16-12-2011
312160,Revenue,Salem,Thammampatti,8.8,16-12-2011
312251,Revenue,Salem,Salem,1.6,16-12-2011
312266,Revenue,Salem,Valappady,1,16-12-2011
312475,Revenue,Salem,Yercaud,14.2,30-12-2011
312507,Revenue,Salem,Attur,6.8,30-12-2011
312541,Revenue,Salem,Omalur,2,30-12-2011
312558,Revenue,Salem,Valappady,1,30-12-2011
312559,Revenue,Salem,Salem,1,30-12-2011
312606,Revenue,Salem,Attur,68.8,31-12-2011
312614,Revenue,Salem,Yercaud,64.4,31-12-2011
312655,Revenue,Salem,Valappady,45,31-12-2011
312670,Revenue,Salem,Thammampatti,38.6,31-12-2011
312678,Revenue,Salem,Edapadi,36,31-12-2011
312685,Revenue,Salem,sankaridurg,34.2,31-12-2011
312708,Revenue,Salem,Mettur,28.6,31-12-2011
312739,Revenue,Salem,Salem,22.5,31-12-2011
312805,Revenue,Salem,Omalur,12.4,31-12-2011
313596,Revenue,Salem,Yercaud,3.6,01-04-2012
313613,Revenue,Salem,Salem,0.4,01-04-2012
313619,Revenue,Salem,Salem,3.6,02-04-2012
313665,Revenue,Salem,Salem,6,10-04-2012
313694,Revenue,Salem,Omalur,18,13-04-2012
313767,Revenue,Salem,Omalur,13,18-04-2012
313787,Revenue,Salem,Yercaud,1.4,19-04-2012
313962,Revenue,Salem,Valappady,42,25-04-2012
313996,Revenue,Salem,Thammampatti,25.3,25-04-2012
314009,Revenue,Salem,Salem,22.6,25-04-2012
314086,Revenue,Salem,Edapadi,9.2,25-04-2012
314106,Revenue,Salem,sankaridurg,7,25-04-2012
314123,Revenue,Salem,Yercaud,6,25-04-2012
314134,Revenue,Salem,Omalur,5,25-04-2012
314146,Revenue,Salem,Attur,4,25-04-2012
314158,Revenue,Salem,Mettur,2.8,25-04-2012
314179,Revenue,Salem,Salem,23.1,26-04-2012
314202,Revenue,Salem,Omalur,10.4,26-04-2012
314206,Revenue,Salem,Edapadi,10,26-04-2012
314223,Revenue,Salem,Mettur,7.6,26-04-2012
314276,Revenue,Salem,Thammampatti,2.2,26-04-2012
314279,Revenue,Salem,Valappady,2,26-04-2012
314294,Revenue,Salem,Yercaud,1.2,26-04-2012
314362,Revenue,Salem,Salem,16.3,27-04-2012
314373,Revenue,Salem,Thammampatti,14.7,27-04-2012
314451,Revenue,Salem,Omalur,4,27-04-2012
314467,Revenue,Salem,sankaridurg,3,27-04-2012
314492,Revenue,Salem,Yercaud,1.8,27-04-2012
314497,Revenue,Salem,Mettur,1.2,27-04-2012
314519,Revenue,Salem,Edapadi,32,28-04-2012
314538,Revenue,Salem,Yercaud,21.4,28-04-2012
314568,Revenue,Salem,Salem,9,28-04-2012
314574,Revenue,Salem,sankaridurg,7.2,28-04-2012
314582,Revenue,Salem,Valappady,6,28-04-2012
314607,Revenue,Salem,Omalur,2,28-04-2012
314680,Revenue,Salem,Attur,2,30-04-2012
314824,Revenue,Salem,Mettur,11.8,02-05-2012
314880,Revenue,Salem,Valappady,1,02-05-2012
314881,Revenue,Salem,Yercaud,1,02-05-2012
314888,Revenue,Salem,Salem,0.8,02-05-2012
314932,Revenue,Salem,Mettur,1.6,03-05-2012
314940,Revenue,Salem,sankaridurg,10,04-05-2012
314941,Revenue,Salem,Omalur,10,04-05-2012
314945,Revenue,Salem,Yercaud,5,04-05-2012
314946,Revenue,Salem,Salem,5,04-05-2012
314970,Revenue,Salem,Salem,5,05-05-2012
315006,Revenue,Salem,sankaridurg,20.3,06-05-2012
315070,Revenue,Salem,Yercaud,48,09-05-2012
315079,Revenue,Salem,Salem,32.3,09-05-2012
315089,Revenue,Salem,Valappady,16,09-05-2012
315110,Revenue,Salem,sankaridurg,6.2,09-05-2012
315126,Revenue,Salem,Thammampatti,3.6,09-05-2012
315133,Revenue,Salem,Edapadi,2.4,09-05-2012
315180,Revenue,Salem,Mettur,1.2,10-05-2012
315181,Revenue,Salem,Yercaud,1,10-05-2012
315191,Revenue,Salem,Omalur,70,11-05-2012
315192,Revenue,Salem,Edapadi,63,11-05-2012
315198,Revenue,Salem,sankaridurg,47.3,11-05-2012
315214,Revenue,Salem,Mettur,33.6,11-05-2012
315225,Revenue,Salem,Yercaud,27.4,11-05-2012
315253,Revenue,Salem,Attur,16.4,11-05-2012
315338,Revenue,Salem,Salem,1,11-05-2012
315448,Revenue,Salem,Thammampatti,31.2,14-05-2012
315451,Revenue,Salem,sankaridurg,16.3,14-05-2012
315452,Revenue,Salem,Yercaud,15.6,14-05-2012
315488,Revenue,Salem,Valappady,5,15-05-2012
315489,Revenue,Salem,Thammampatti,3.6,15-05-2012
315502,Revenue,Salem,Mettur,30.2,16-05-2012
315507,Revenue,Salem,Yercaud,14.2,16-05-2012
315509,Revenue,Salem,Omalur,11,16-05-2012
315518,Revenue,Salem,sankaridurg,5,16-05-2012
315558,Revenue,Salem,Thammampatti,12.4,18-05-2012
315601,Revenue,Salem,Salem,30.7,19-05-2012
315602,Revenue,Salem,Yercaud,24,19-05-2012
315609,Revenue,Salem,sankaridurg,2,19-05-2012
315617,Revenue,Salem,Valappady,11,20-05-2012
315618,Revenue,Salem,Salem,7.3,20-05-2012
315696,Revenue,Salem,sankaridurg,16.3,22-05-2012
315717,Revenue,Salem,Omalur,12,22-05-2012
315727,Revenue,Salem,Mettur,10.2,22-05-2012
315745,Revenue,Salem,Valappady,7,22-05-2012
315750,Revenue,Salem,Salem,5.8,22-05-2012
315771,Revenue,Salem,Yercaud,3.8,22-05-2012
315785,Revenue,Salem,Thammampatti,1.8,22-05-2012
315789,Revenue,Salem,Edapadi,1,22-05-2012
315798,Revenue,Salem,Yercaud,3,23-05-2012
315826,Revenue,Salem,Salem,9.3,04-06-2012
315873,Revenue,Salem,Mettur,27.6,07-06-2012
315914,Revenue,Salem,Yercaud,15.8,08-06-2012
315958,Revenue,Salem,Yercaud,7.6,09-06-2012
315967,Revenue,Salem,Salem,2.8,09-06-2012
315971,Revenue,Salem,Mettur,0.4,09-06-2012
315973,Revenue,Salem,Salem,1.3,10-06-2012
315976,Revenue,Salem,Yercaud,5.8,12-06-2012
