,dept,dist,station,value,date
277084,Revenue,Salem,Attur,8.4,21-10-2010
277095,Revenue,Salem,Thammampatti,6.2,21-10-2010
277177,Revenue,Salem,Valappady,5,22-10-2010
277256,Revenue,Salem,Yercaud,2.8,23-10-2010
277266,Revenue,Salem,Salem,0.3,23-10-2010
277377,Revenue,Salem,Valappady,6,26-10-2010
277382,Revenue,Salem,Attur,4.8,26-10-2010
277412,Revenue,Salem,Thammampatti,34.2,27-10-2010
277420,Revenue,Salem,Mettur,28.6,27-10-2010
277422,Revenue,Salem,Salem,26.6,27-10-2010
277441,Revenue,Salem,sankaridurg,16.3,27-10-2010
277470,Revenue,Salem,Edapadi,8.2,27-10-2010
277476,Revenue,Salem,Yercaud,7.2,27-10-2010
277477,Revenue,Salem,Omalur,7.2,27-10-2010
277486,Revenue,Salem,Attur,5.4,27-10-2010
277492,Revenue,Salem,Valappady,5,27-10-2010
277558,Revenue,Salem,Omalur,41,28-10-2010
277571,Revenue,Salem,Yercaud,31.8,28-10-2010
277579,Revenue,Salem,sankaridurg,30,28-10-2010
277596,Revenue,Salem,Edapadi,25.6,28-10-2010
277597,Revenue,Salem,Mettur,25.4,28-10-2010
277651,Revenue,Salem,Salem,13.7,28-10-2010
277662,Revenue,Salem,Attur,12.4,28-10-2010
277706,Revenue,Salem,Thammampatti,5.8,28-10-2010
277781,Revenue,Salem,Attur,83,29-10-2010
277830,Revenue,Salem,Thammampatti,49.6,29-10-2010
277870,Revenue,Salem,Salem,39.6,29-10-2010
277871,Revenue,Salem,Valappady,39,29-10-2010
277877,Revenue,Salem,Omalur,37.6,29-10-2010
277884,Revenue,Salem,sankaridurg,36,29-10-2010
277914,Revenue,Salem,Edapadi,28,29-10-2010
277919,Revenue,Salem,Mettur,26.8,29-10-2010
277945,Revenue,Salem,Yercaud,21,29-10-2010
278421,Revenue,Salem,Attur,2.8,30-10-2010
278434,Revenue,Salem,Thammampatti,1.8,30-10-2010
278436,Revenue,Salem,Yercaud,1.4,30-10-2010
278447,Revenue,Salem,Salem,0.3,30-10-2010
278547,Revenue,Salem,Mettur,12.4,31-10-2010
278634,Revenue,Salem,Thammampatti,3.6,31-10-2010
278653,Revenue,Salem,Attur,2.1,31-10-2010
278689,Revenue,Salem,sankaridurg,66.2,01-11-2010
278709,Revenue,Salem,Yercaud,43.6,01-11-2010
278732,Revenue,Salem,Valappady,32,01-11-2010
278739,Revenue,Salem,Salem,30.5,01-11-2010
278768,Revenue,Salem,Mettur,22.6,01-11-2010
278787,Revenue,Salem,Edapadi,18.6,01-11-2010
278826,Revenue,Salem,Omalur,10.4,01-11-2010
278849,Revenue,Salem,Attur,7,01-11-2010
278857,Revenue,Salem,Thammampatti,6.6,01-11-2010
278952,Revenue,Salem,Yercaud,38.4,02-11-2010
278954,Revenue,Salem,Mettur,37.8,02-11-2010
278957,Revenue,Salem,Salem,35,02-11-2010
278959,Revenue,Salem,Attur,34.4,02-11-2010
278971,Revenue,Salem,Valappady,26,02-11-2010
278981,Revenue,Salem,Edapadi,23.3,02-11-2010
278993,Revenue,Salem,sankaridurg,19.2,02-11-2010
279043,Revenue,Salem,Thammampatti,8.6,02-11-2010
279045,Revenue,Salem,Omalur,8,02-11-2010
279128,Revenue,Salem,Yercaud,44,03-11-2010
279152,Revenue,Salem,Omalur,13.4,03-11-2010
279155,Revenue,Salem,Salem,12,03-11-2010
279177,Revenue,Salem,sankaridurg,6,03-11-2010
279185,Revenue,Salem,Edapadi,4,03-11-2010
279234,Revenue,Salem,Mettur,36.4,04-11-2010
279272,Revenue,Salem,Salem,16.8,04-11-2010
279315,Revenue,Salem,Valappady,6,04-11-2010
279339,Revenue,Salem,Thammampatti,3,04-11-2010
279362,Revenue,Salem,Yercaud,1.6,04-11-2010
279383,Revenue,Salem,Mettur,57.8,05-11-2010
279396,Revenue,Salem,Yercaud,38.2,05-11-2010
279506,Revenue,Salem,Attur,8.2,05-11-2010
279508,Revenue,Salem,Valappady,8,05-11-2010
279544,Revenue,Salem,Salem,5.8,05-11-2010
279587,Revenue,Salem,Omalur,3,05-11-2010
279646,Revenue,Salem,Mettur,42.6,06-11-2010
279652,Revenue,Salem,Attur,40.4,06-11-2010
279727,Revenue,Salem,Thammampatti,19.2,06-11-2010
279734,Revenue,Salem,Edapadi,18,06-11-2010
279737,Revenue,Salem,Yercaud,17.6,06-11-2010
279852,Revenue,Salem,Salem,4.6,06-11-2010
279872,Revenue,Salem,Valappady,3,06-11-2010
279873,Revenue,Salem,sankaridurg,3,06-11-2010
280012,Revenue,Salem,Attur,1,07-11-2010
280108,Revenue,Salem,Mettur,27.4,08-11-2010
280110,Revenue,Salem,Yercaud,26.4,08-11-2010
280130,Revenue,Salem,Valappady,18,08-11-2010
280132,Revenue,Salem,Omalur,17,08-11-2010
280136,Revenue,Salem,Attur,14.4,08-11-2010
280144,Revenue,Salem,Salem,11,08-11-2010
280161,Revenue,Salem,sankaridurg,5,08-11-2010
280186,Revenue,Salem,Thammampatti,1.6,08-11-2010
280251,Revenue,Salem,Yercaud,3.6,09-11-2010
280356,Revenue,Salem,Edapadi,29.6,10-11-2010
280358,Revenue,Salem,sankaridurg,29,10-11-2010
280373,Revenue,Salem,Thammampatti,26.1,10-11-2010
280406,Revenue,Salem,Salem,16.4,10-11-2010
280411,Revenue,Salem,Attur,15.3,10-11-2010
280416,Revenue,Salem,Valappady,14,10-11-2010
280444,Revenue,Salem,Mettur,9.4,10-11-2010
280467,Revenue,Salem,Omalur,7.1,10-11-2010
280591,Revenue,Salem,Attur,34.8,11-11-2010
280636,Revenue,Salem,Thammampatti,22.4,11-11-2010
280646,Revenue,Salem,Yercaud,20.4,11-11-2010
280696,Revenue,Salem,sankaridurg,12.3,11-11-2010
280736,Revenue,Salem,Valappady,7,11-11-2010
280753,Revenue,Salem,Salem,5.5,11-11-2010
280754,Revenue,Salem,Mettur,5.2,11-11-2010
280768,Revenue,Salem,Omalur,4,11-11-2010
280794,Revenue,Salem,Edapadi,2,11-11-2010
280845,Revenue,Salem,sankaridurg,27,12-11-2010
280869,Revenue,Salem,Salem,16.8,12-11-2010
280938,Revenue,Salem,Omalur,6,12-11-2010
281003,Revenue,Salem,Yercaud,1.8,12-11-2010
281030,Revenue,Salem,Attur,54,13-11-2010
281041,Revenue,Salem,Salem,23.6,13-11-2010
281048,Revenue,Salem,sankaridurg,17,13-11-2010
281058,Revenue,Salem,Mettur,10.2,13-11-2010
281076,Revenue,Salem,Edapadi,4,13-11-2010
281082,Revenue,Salem,Thammampatti,3,13-11-2010
281168,Revenue,Salem,Edapadi,33,15-11-2010
281171,Revenue,Salem,Yercaud,16.8,15-11-2010
281175,Revenue,Salem,Mettur,10.4,15-11-2010
281176,Revenue,Salem,Omalur,10,15-11-2010
281217,Revenue,Salem,Attur,68,16-11-2010
281347,Revenue,Salem,Edapadi,1.4,16-11-2010
281358,Revenue,Salem,Salem,0.5,16-11-2010
281370,Revenue,Salem,Thammampatti,76.4,17-11-2010
281376,Revenue,Salem,Attur,67.3,17-11-2010
281435,Revenue,Salem,Salem,42.3,17-11-2010
281445,Revenue,Salem,Mettur,38.6,17-11-2010
281449,Revenue,Salem,Yercaud,37.8,17-11-2010
281467,Revenue,Salem,Omalur,31.4,17-11-2010
281481,Revenue,Salem,Valappady,28,17-11-2010
281560,Revenue,Salem,Edapadi,12.2,17-11-2010
281617,Revenue,Salem,sankaridurg,5,17-11-2010
281731,Revenue,Salem,sankaridurg,20.2,18-11-2010
281752,Revenue,Salem,Thammampatti,17.6,18-11-2010
281866,Revenue,Salem,Attur,4.1,18-11-2010
281871,Revenue,Salem,Yercaud,4,18-11-2010
281899,Revenue,Salem,Edapadi,3,18-11-2010
281921,Revenue,Salem,Valappady,2,18-11-2010
281922,Revenue,Salem,Mettur,2,18-11-2010
281953,Revenue,Salem,Salem,0.3,18-11-2010
282026,Revenue,Salem,Yercaud,24,19-11-2010
282150,Revenue,Salem,sankaridurg,8,19-11-2010
282217,Revenue,Salem,Valappady,4,19-11-2010
282218,Revenue,Salem,Omalur,4,19-11-2010
282231,Revenue,Salem,Thammampatti,3.2,19-11-2010
282258,Revenue,Salem,Attur,1.8,19-11-2010
282277,Revenue,Salem,Salem,0.7,19-11-2010
282411,Revenue,Salem,Omalur,6,20-11-2010
282422,Revenue,Salem,Mettur,5.8,20-11-2010
282477,Revenue,Salem,Valappady,3,20-11-2010
282478,Revenue,Salem,Yercaud,3,20-11-2010
282509,Revenue,Salem,Thammampatti,1.6,20-11-2010
282536,Revenue,Salem,Salem,0.3,20-11-2010
282564,Revenue,Salem,Yercaud,73.6,21-11-2010
282571,Revenue,Salem,Omalur,66.4,21-11-2010
282579,Revenue,Salem,Mettur,62.8,21-11-2010
282580,Revenue,Salem,sankaridurg,62.2,21-11-2010
282599,Revenue,Salem,Thammampatti,52.2,21-11-2010
282617,Revenue,Salem,Salem,43.7,21-11-2010
282618,Revenue,Salem,Edapadi,43,21-11-2010
282622,Revenue,Salem,Valappady,42,21-11-2010
282643,Revenue,Salem,Attur,36.4,21-11-2010
283139,Revenue,Salem,Salem,2,22-11-2010
283233,Revenue,Salem,Attur,31.2,23-11-2010
283241,Revenue,Salem,Mettur,30.6,23-11-2010
283265,Revenue,Salem,Salem,21.9,23-11-2010
283274,Revenue,Salem,Omalur,19,23-11-2010
283283,Revenue,Salem,Yercaud,17.8,23-11-2010
283331,Revenue,Salem,Valappady,11,23-11-2010
283404,Revenue,Salem,Thammampatti,2.2,23-11-2010
283699,Revenue,Salem,Yercaud,1,24-11-2010
283700,Revenue,Salem,Omalur,1,24-11-2010
283871,Revenue,Salem,Thammampatti,9.2,25-11-2010
283935,Revenue,Salem,Attur,5.6,25-11-2010
283946,Revenue,Salem,Yercaud,5,25-11-2010
283961,Revenue,Salem,Valappady,4,25-11-2010
283978,Revenue,Salem,Salem,3,25-11-2010
283995,Revenue,Salem,Omalur,2,25-11-2010
284291,Revenue,Salem,Thammampatti,3.6,26-11-2010
284304,Revenue,Salem,Attur,2.4,26-11-2010
284318,Revenue,Salem,Yercaud,1.4,26-11-2010
284322,Revenue,Salem,Valappady,1,26-11-2010
284329,Revenue,Salem,Salem,0.6,26-11-2010
284397,Revenue,Salem,Attur,58.3,27-11-2010
284433,Revenue,Salem,Valappady,40,27-11-2010
284442,Revenue,Salem,Thammampatti,36.4,27-11-2010
284456,Revenue,Salem,Yercaud,30,27-11-2010
284503,Revenue,Salem,Salem,16.8,27-11-2010
284532,Revenue,Salem,Omalur,12.4,27-11-2010
284541,Revenue,Salem,Mettur,11.6,27-11-2010
284572,Revenue,Salem,Edapadi,9.2,27-11-2010
284903,Revenue,Salem,Yercaud,2,28-11-2010
285146,Revenue,Salem,Thammampatti,12.6,29-11-2010
285192,Revenue,Salem,Attur,5.1,29-11-2010
285237,Revenue,Salem,Valappady,1,29-11-2010
285240,Revenue,Salem,Salem,0.3,29-11-2010
285546,Revenue,Salem,Thammampatti,3.2,01-12-2010
285551,Revenue,Salem,Valappady,3,01-12-2010
285552,Revenue,Salem,Attur,3,01-12-2010
285563,Revenue,Salem,Yercaud,2.2,01-12-2010
285585,Revenue,Salem,Salem,0.4,01-12-2010
285625,Revenue,Salem,Thammampatti,68.6,02-12-2010
285681,Revenue,Salem,Yercaud,37.8,02-12-2010
285684,Revenue,Salem,Attur,37,02-12-2010
285699,Revenue,Salem,Valappady,33,02-12-2010
285711,Revenue,Salem,Omalur,30,02-12-2010
285725,Revenue,Salem,Mettur,27.6,02-12-2010
285804,Revenue,Salem,Salem,14.4,02-12-2010
285809,Revenue,Salem,Edapadi,14,02-12-2010
286100,Revenue,Salem,Mettur,24.2,03-12-2010
286112,Revenue,Salem,Salem,22.9,03-12-2010
286194,Revenue,Salem,Yercaud,13.8,03-12-2010
286227,Revenue,Salem,Valappady,10,03-12-2010
286239,Revenue,Salem,Thammampatti,8.2,03-12-2010
286274,Revenue,Salem,Edapadi,5,03-12-2010
286281,Revenue,Salem,Omalur,4,03-12-2010
286285,Revenue,Salem,Attur,3.4,03-12-2010
286720,Revenue,Salem,Thammampatti,0.6,05-12-2010
286822,Revenue,Salem,Attur,11.2,06-12-2010
286904,Revenue,Salem,Thammampatti,3.4,06-12-2010
286915,Revenue,Salem,Yercaud,2,06-12-2010
286926,Revenue,Salem,Valappady,1,06-12-2010
287006,Revenue,Salem,Yercaud,1,07-12-2010
287100,Revenue,Salem,Yercaud,1,08-12-2010
287328,Revenue,Salem,Attur,1.4,11-12-2010
287385,Revenue,Salem,Yercaud,1.4,12-12-2010
287395,Revenue,Salem,Salem,33.8,13-12-2010
287508,Revenue,Salem,Thammampatti,19.2,15-12-2010
287522,Revenue,Salem,Valappady,12,15-12-2010
287526,Revenue,Salem,Attur,11.6,15-12-2010
287530,Revenue,Salem,Yercaud,10.2,15-12-2010
287572,Revenue,Salem,Mettur,3.6,15-12-2010
287573,Revenue,Salem,Salem,3.3,15-12-2010
287650,Revenue,Salem,Edapadi,18.4,16-12-2010
287655,Revenue,Salem,Yercaud,17.8,16-12-2010
287770,Revenue,Salem,Thammampatti,2.6,16-12-2010
287800,Revenue,Salem,Mettur,1,16-12-2010
287859,Revenue,Salem,Attur,10.3,17-12-2010
287900,Revenue,Salem,Valappady,4,17-12-2010
287930,Revenue,Salem,Thammampatti,1.4,17-12-2010
287931,Revenue,Salem,Yercaud,1.4,17-12-2010
287933,Revenue,Salem,Salem,1.2,17-12-2010
288036,Revenue,Salem,Yercaud,1.4,18-12-2010
288091,Revenue,Salem,Thammampatti,34.2,20-12-2010
288096,Revenue,Salem,Attur,25.4,20-12-2010
288168,Revenue,Salem,Salem,6.1,20-12-2010
288225,Revenue,Salem,Yercaud,3,20-12-2010
288248,Revenue,Salem,Valappady,2,20-12-2010
288336,Revenue,Salem,Yercaud,16.4,21-12-2010
288398,Revenue,Salem,Edapadi,7.2,21-12-2010
288407,Revenue,Salem,Thammampatti,6.8,21-12-2010
288433,Revenue,Salem,Salem,5,21-12-2010
288453,Revenue,Salem,Omalur,4,21-12-2010
288702,Revenue,Salem,Salem,0.1,29-12-2010
288925,Revenue,Salem,Thammampatti,10.2,03-01-2011
288928,Revenue,Salem,Attur,8.9,03-01-2011
289114,Revenue,Salem,Yercaud,2,05-01-2011
289385,Revenue,Salem,Salem,22,23-02-2011
289401,Revenue,Salem,Mettur,17.6,23-02-2011
289484,Revenue,Salem,Yercaud,2.6,23-02-2011
289574,Revenue,Salem,Yercaud,3.6,24-02-2011
289677,Revenue,Salem,Salem,2.8,25-02-2011
289770,Revenue,Salem,Mettur,1.8,27-02-2011
289809,Revenue,Salem,Mettur,54.6,26-03-2011
289811,Revenue,Salem,sankaridurg,40.3,26-03-2011
289813,Revenue,Salem,Yercaud,37,26-03-2011
289828,Revenue,Salem,Edapadi,22,26-03-2011
289894,Revenue,Salem,Valappady,32,27-03-2011
290153,Revenue,Salem,Salem,11.2,16-04-2011
290175,Revenue,Salem,Yercaud,1.2,16-04-2011
290269,Revenue,Salem,Mettur,14.2,19-04-2011
290366,Revenue,Salem,Salem,4.3,20-04-2011
290379,Revenue,Salem,Yercaud,2,20-04-2011
290481,Revenue,Salem,Thammampatti,7.6,21-04-2011
290548,Revenue,Salem,Omalur,2,21-04-2011
290561,Revenue,Salem,Yercaud,1.2,21-04-2011
290604,Revenue,Salem,Mettur,44.4,22-04-2011
290625,Revenue,Salem,Yercaud,30.4,22-04-2011
290720,Revenue,Salem,Omalur,7,22-04-2011
290727,Revenue,Salem,Thammampatti,6.6,22-04-2011
290747,Revenue,Salem,sankaridurg,5,22-04-2011
290753,Revenue,Salem,Salem,4.7,22-04-2011
290754,Revenue,Salem,Edapadi,4.4,22-04-2011
290811,Revenue,Salem,Yercaud,139.2,23-04-2011
290817,Revenue,Salem,Omalur,103,23-04-2011
290825,Revenue,Salem,Edapadi,87,23-04-2011
290841,Revenue,Salem,sankaridurg,60,23-04-2011
290856,Revenue,Salem,Mettur,49.8,23-04-2011
290884,Revenue,Salem,Salem,39,23-04-2011
290891,Revenue,Salem,Thammampatti,36.8,23-04-2011
290956,Revenue,Salem,Attur,19.4,23-04-2011
290983,Revenue,Salem,Valappady,16,23-04-2011
291137,Revenue,Salem,sankaridurg,60.2,24-04-2011
291140,Revenue,Salem,Omalur,55,24-04-2011
291153,Revenue,Salem,Yercaud,45.4,24-04-2011
291154,Revenue,Salem,Thammampatti,44.2,24-04-2011
291178,Revenue,Salem,Salem,30.6,24-04-2011
291184,Revenue,Salem,Mettur,29.4,24-04-2011
291193,Revenue,Salem,Attur,26.1,24-04-2011
291206,Revenue,Salem,Valappady,22,24-04-2011
291271,Revenue,Salem,Edapadi,9,24-04-2011
291465,Revenue,Salem,Mettur,29.2,25-04-2011
291486,Revenue,Salem,Edapadi,25,25-04-2011
291487,Revenue,Salem,Valappady,25,25-04-2011
291564,Revenue,Salem,Salem,13,25-04-2011
291573,Revenue,Salem,Thammampatti,12.2,25-04-2011
291630,Revenue,Salem,Yercaud,3.2,25-04-2011
291631,Revenue,Salem,Attur,3.2,25-04-2011
291638,Revenue,Salem,Omalur,2.5,25-04-2011
291675,Revenue,Salem,Salem,25.4,26-04-2011
291711,Revenue,Salem,Mettur,9.2,26-04-2011
291712,Revenue,Salem,Omalur,9.2,26-04-2011
291717,Revenue,Salem,Yercaud,7.4,26-04-2011
291756,Revenue,Salem,Valappady,2,26-04-2011
291782,Revenue,Salem,Salem,18.8,27-04-2011
291846,Revenue,Salem,Attur,10.3,29-04-2011
291847,Revenue,Salem,sankaridurg,9.2,29-04-2011
291862,Revenue,Salem,Edapadi,2,29-04-2011
291863,Revenue,Salem,Omalur,2,29-04-2011
291869,Revenue,Salem,Mettur,0.4,29-04-2011
291881,Revenue,Salem,sankaridurg,26,30-04-2011
291882,Revenue,Salem,Omalur,24.6,30-04-2011
291898,Revenue,Salem,Mettur,14.4,30-04-2011
291902,Revenue,Salem,Edapadi,12,30-04-2011
291932,Revenue,Salem,Attur,2.4,30-04-2011
291938,Revenue,Salem,Yercaud,1.4,30-04-2011
291940,Revenue,Salem,Valappady,1,30-04-2011
291941,Revenue,Salem,Salem,0.5,30-04-2011
291968,Revenue,Salem,Valappady,9,01-05-2011
291984,Revenue,Salem,Yercaud,5,01-05-2011
292011,Revenue,Salem,Salem,0.2,01-05-2011
292017,Revenue,Salem,Mettur,14.8,02-05-2011
292029,Revenue,Salem,Valappady,9,02-05-2011
292054,Revenue,Salem,Salem,0.4,02-05-2011
292069,Revenue,Salem,Mettur,61.6,04-05-2011
292075,Revenue,Salem,Yercaud,46,04-05-2011
292076,Revenue,Salem,sankaridurg,45.3,04-05-2011
292102,Revenue,Salem,Valappady,26,04-05-2011
292111,Revenue,Salem,Edapadi,24,04-05-2011
292120,Revenue,Salem,Attur,21.1,04-05-2011
292130,Revenue,Salem,Omalur,17.4,04-05-2011
292138,Revenue,Salem,Salem,16,04-05-2011
292176,Revenue,Salem,Thammampatti,9,04-05-2011
292246,Revenue,Salem,Yercaud,3.2,05-05-2011
292247,Revenue,Salem,Mettur,2.4,05-05-2011
292248,Revenue,Salem,Salem,0.5,05-05-2011
292268,Revenue,Salem,Valappady,7,06-05-2011
292275,Revenue,Salem,Edapadi,3,06-05-2011
292277,Revenue,Salem,Salem,2.4,06-05-2011
292280,Revenue,Salem,Yercaud,2,06-05-2011
292283,Revenue,Salem,Omalur,1.6,06-05-2011
292293,Revenue,Salem,Salem,3.4,14-05-2011
292294,Revenue,Salem,Yercaud,3.2,14-05-2011
292563,Revenue,Salem,Yercaud,4.2,24-05-2011
292571,Revenue,Salem,Valappady,2,24-05-2011
292577,Revenue,Salem,Salem,0.9,24-05-2011
292583,Revenue,Salem,Thammampatti,46.8,25-05-2011
292603,Revenue,Salem,Edapadi,14,25-05-2011
292627,Revenue,Salem,sankaridurg,5,25-05-2011
292745,Revenue,Salem,Attur,23.4,29-05-2011
292883,Revenue,Salem,Mettur,8.2,01-06-2011
293045,Revenue,Salem,Yercaud,8.2,02-06-2011
293061,Revenue,Salem,Thammampatti,5.4,02-06-2011
293063,Revenue,Salem,Edapadi,5.2,02-06-2011
293072,Revenue,Salem,Mettur,4.6,02-06-2011
293100,Revenue,Salem,Salem,2.4,02-06-2011
293107,Revenue,Salem,Omalur,2,02-06-2011
293407,Revenue,Salem,Mettur,23.6,07-06-2011
293487,Revenue,Salem,Yercaud,3.2,08-06-2011
293493,Revenue,Salem,Yercaud,29.2,09-06-2011
293495,Revenue,Salem,Valappady,22,09-06-2011
293504,Revenue,Salem,Mettur,10.6,09-06-2011
293506,Revenue,Salem,Edapadi,10,09-06-2011
293527,Revenue,Salem,Salem,4.6,09-06-2011
293626,Revenue,Salem,Yercaud,7,12-06-2011
293631,Revenue,Salem,Mettur,4.2,12-06-2011
293716,Revenue,Salem,Yercaud,24.8,15-06-2011
293738,Revenue,Salem,Attur,13.1,15-06-2011
293878,Revenue,Salem,Yercaud,12.2,18-06-2011
293892,Revenue,Salem,Omalur,4,18-06-2011
293910,Revenue,Salem,Salem,1.9,18-06-2011
293916,Revenue,Salem,Mettur,0.8,18-06-2011
293975,Revenue,Salem,Yercaud,2,23-06-2011
293977,Revenue,Salem,Salem,1.8,23-06-2011
294020,Revenue,Salem,Salem,0.4,24-06-2011
294050,Revenue,Salem,Salem,1,25-06-2011
294062,Revenue,Salem,Yercaud,32.4,26-06-2011
294064,Revenue,Salem,Omalur,25,26-06-2011
294068,Revenue,Salem,sankaridurg,20.2,26-06-2011
294074,Revenue,Salem,Valappady,13,26-06-2011
294077,Revenue,Salem,Salem,12,26-06-2011
294083,Revenue,Salem,Thammampatti,10.6,26-06-2011
294094,Revenue,Salem,Mettur,5.4,26-06-2011
294101,Revenue,Salem,Attur,4,26-06-2011
294182,Revenue,Salem,Salem,0.1,27-06-2011
294281,Revenue,Salem,Yercaud,98.6,02-07-2011
294310,Revenue,Salem,Salem,40.7,02-07-2011
294361,Revenue,Salem,Omalur,15,02-07-2011
294436,Revenue,Salem,Valappady,2,02-07-2011
294444,Revenue,Salem,Edapadi,1.2,02-07-2011
294445,Revenue,Salem,Mettur,1.2,02-07-2011
294486,Revenue,Salem,Attur,10,03-07-2011
294528,Revenue,Salem,Thammampatti,2.2,03-07-2011
294542,Revenue,Salem,Salem,0.2,03-07-2011
294548,Revenue,Salem,Yercaud,28.6,04-07-2011
294565,Revenue,Salem,Valappady,14,04-07-2011
294567,Revenue,Salem,Omalur,13.2,04-07-2011
294577,Revenue,Salem,Salem,8.2,04-07-2011
294591,Revenue,Salem,Mettur,2.4,04-07-2011
294605,Revenue,Salem,Yercaud,33.2,05-07-2011
294653,Revenue,Salem,Omalur,9.4,05-07-2011
294673,Revenue,Salem,Mettur,5.2,05-07-2011
294724,Revenue,Salem,Salem,0.3,05-07-2011
294810,Revenue,Salem,Omalur,5,06-07-2011
294830,Revenue,Salem,Salem,3.2,06-07-2011
294979,Revenue,Salem,Yercaud,11.8,09-07-2011
294991,Revenue,Salem,Omalur,4,09-07-2011
294999,Revenue,Salem,Edapadi,2,09-07-2011
295017,Revenue,Salem,Yercaud,26.2,10-07-2011
295031,Revenue,Salem,Salem,13.7,10-07-2011
295044,Revenue,Salem,Attur,8.1,10-07-2011
295119,Revenue,Salem,Mettur,9.6,12-07-2011
295170,Revenue,Salem,Salem,0.2,12-07-2011
295187,Revenue,Salem,sankaridurg,14.2,13-07-2011
295303,Revenue,Salem,Yercaud,1,15-07-2011
295310,Revenue,Salem,Salem,0.2,15-07-2011
295391,Revenue,Salem,Yercaud,7.2,17-07-2011
295398,Revenue,Salem,Thammampatti,5.6,17-07-2011
295418,Revenue,Salem,Salem,2.9,17-07-2011
295508,Revenue,Salem,Yercaud,1.4,19-07-2011
295580,Revenue,Salem,Thammampatti,18.2,21-07-2011
295609,Revenue,Salem,Yercaud,1.4,21-07-2011
295766,Revenue,Salem,Yercaud,11.6,25-07-2011
295799,Revenue,Salem,Thammampatti,3.4,25-07-2011
295811,Revenue,Salem,Omalur,2,25-07-2011
295827,Revenue,Salem,Mettur,0.8,25-07-2011
295828,Revenue,Salem,Salem,0.7,25-07-2011
295850,Revenue,Salem,Yercaud,24,26-07-2011
295862,Revenue,Salem,Omalur,18.6,26-07-2011
295873,Revenue,Salem,Mettur,16.2,26-07-2011
295886,Revenue,Salem,Salem,12.2,26-07-2011
295937,Revenue,Salem,Attur,3.1,26-07-2011
295942,Revenue,Salem,Thammampatti,2.6,26-07-2011
295948,Revenue,Salem,Edapadi,2,26-07-2011
295949,Revenue,Salem,Valappady,2,26-07-2011
295976,Revenue,Salem,sankaridurg,49,27-07-2011
296012,Revenue,Salem,Edapadi,22,27-07-2011
296013,Revenue,Salem,Valappady,22,27-07-2011
296017,Revenue,Salem,Yercaud,20.4,27-07-2011
296088,Revenue,Salem,Salem,3.9,27-07-2011
296105,Revenue,Salem,Mettur,2.6,27-07-2011
296190,Revenue,Salem,Yercaud,1.2,28-07-2011
296198,Revenue,Salem,Salem,0.5,28-07-2011
296204,Revenue,Salem,Salem,14.8,29-07-2011
296214,Revenue,Salem,Edapadi,7,29-07-2011
296226,Revenue,Salem,Yercaud,3,29-07-2011
296234,Revenue,Salem,Valappady,2,29-07-2011
296242,Revenue,Salem,Mettur,0.6,29-07-2011
296245,Revenue,Salem,Yercaud,34,30-07-2011
296278,Revenue,Salem,Valappady,5,30-07-2011
296313,Revenue,Salem,Yercaud,5.8,31-07-2011
296483,Revenue,Salem,Valappady,7,05-08-2011
296485,Revenue,Salem,Salem,5.6,05-08-2011
296489,Revenue,Salem,Omalur,4,05-08-2011
296491,Revenue,Salem,Yercaud,3.2,05-08-2011
296538,Revenue,Salem,Salem,21.4,06-08-2011
296543,Revenue,Salem,Mettur,18.2,06-08-2011
296569,Revenue,Salem,Omalur,7,06-08-2011
296580,Revenue,Salem,Thammampatti,5.6,06-08-2011
296600,Revenue,Salem,Yercaud,3.2,06-08-2011
296639,Revenue,Salem,Mettur,23.4,07-08-2011
296649,Revenue,Salem,Thammampatti,10.9,07-08-2011
296668,Revenue,Salem,Omalur,4.2,07-08-2011
296673,Revenue,Salem,Yercaud,3.4,07-08-2011
296799,Revenue,Salem,Edapadi,5,09-08-2011
296809,Revenue,Salem,Yercaud,4.4,09-08-2011
296844,Revenue,Salem,Mettur,0.8,09-08-2011
296847,Revenue,Salem,Salem,0.3,09-08-2011
296848,Revenue,Salem,sankaridurg,56.2,10-08-2011
296863,Revenue,Salem,Mettur,14.6,10-08-2011
296883,Revenue,Salem,Edapadi,7,10-08-2011
296903,Revenue,Salem,Attur,4,10-08-2011
296906,Revenue,Salem,Thammampatti,3.8,10-08-2011
296945,Revenue,Salem,Yercaud,66.2,11-08-2011
296964,Revenue,Salem,Omalur,35.4,11-08-2011
297020,Revenue,Salem,Edapadi,9,11-08-2011
297056,Revenue,Salem,Attur,2.2,11-08-2011
297064,Revenue,Salem,Salem,1.9,11-08-2011
297074,Revenue,Salem,Mettur,0.6,11-08-2011
297093,Revenue,Salem,sankaridurg,34.3,12-08-2011
297125,Revenue,Salem,Yercaud,14.4,12-08-2011
297134,Revenue,Salem,Valappady,10,12-08-2011
297144,Revenue,Salem,Edapadi,9,12-08-2011
297151,Revenue,Salem,Attur,7.2,12-08-2011
297168,Revenue,Salem,Thammampatti,5.2,12-08-2011
297182,Revenue,Salem,Salem,3.6,12-08-2011
297190,Revenue,Salem,Omalur,2,12-08-2011
297249,Revenue,Salem,Edapadi,4.4,13-08-2011
297257,Revenue,Salem,Yercaud,3.2,13-08-2011
297284,Revenue,Salem,Yercaud,15.8,14-08-2011
297288,Revenue,Salem,Omalur,13,14-08-2011
297334,Revenue,Salem,sankaridurg,31.4,15-08-2011
297348,Revenue,Salem,Mettur,11.8,15-08-2011
